account_number,parcel_number,property_type,economic_area,site_address
R044954,317726145256,Commercial,6,"500 GOTHIC RD UNIT# 630, MT CRESTED BUTTE"
R044955,317726145257,Commercial,6,"500 GOTHIC RD UNIT# 631, MT CRESTED BUTTE"
R044956,317726145258,Commercial,6,"500 GOTHIC RD UNIT# 632, MT CRESTED BUTTE"
R044957,317726145259,Commercial,6,"500 GOTHIC RD UNIT# 633, MT CRESTED BUTTE"
R044958,317726145260,Commercial,6,"500 GOTHIC RD UNIT# 634, MT CRESTED BUTTE"
R044959,317726145261,Commercial,6,"500 GOTHIC RD UNIT# 635, MT CRESTED BUTTE"
R044960,317726145262,Commercial,6,"500 GOTHIC RD UNIT# 636, MT CRESTED BUTTE"
R044961,317726145263,Commercial,6,"500 GOTHIC RD UNIT# 637, MT CRESTED BUTTE"
R044962,317726145264,Commercial,6,"500 GOTHIC RD UNIT# 638, MT CRESTED BUTTE"
R044963,317726145265,Commercial,6,"500 GOTHIC RD UNIT# 639, MT CRESTED BUTTE"
R044964,317726145266,Commercial,6,"500 GOTHIC RD UNIT# 640, MT CRESTED BUTTE"
R044965,317726145267,Commercial,6,"500 GOTHIC RD UNIT# 641, MT CRESTED BUTTE"
R044966,317726145268,Commercial,6,"500 GOTHIC RD UNIT# 642, MT CRESTED BUTTE"
R044967,317726145269,Commercial,6,"500 GOTHIC RD UNIT# 643, MT CRESTED BUTTE"
R044968,317726145270,Commercial,6,"500 GOTHIC RD UNIT# 644, MT CRESTED BUTTE"
R044969,317726145271,Commercial,6,"500 GOTHIC RD UNIT# 645, MT CRESTED BUTTE"
R044970,317726145272,Commercial,6,"500 GOTHIC RD UNIT# 646, MT CRESTED BUTTE"
R044971,317726145273,Commercial,6,"500 GOTHIC RD UNIT# 647, MT CRESTED BUTTE"
R044972,317726145274,Commercial,6,"500 GOTHIC RD UNIT# 648, MT CRESTED BUTTE"
R044973,317726145275,Commercial,6,"500 GOTHIC RD UNIT# 649, MT CRESTED BUTTE"
R044974,317726145276,Commercial,6,"500 GOTHIC RD UNIT# 650, MT CRESTED BUTTE"
R044975,317726145277,Commercial,6,"500 GOTHIC RD UNIT# 651, MT CRESTED BUTTE"
R044976,317726145278,Commercial,6,"500 GOTHIC RD UNIT# 652, MT CRESTED BUTTE"
R044977,317726145279,Commercial,6,"500 GOTHIC RD UNIT# 653, MT CRESTED BUTTE"
R044978,317726145280,Commercial,6,"500 GOTHIC RD UNIT# 654, MT CRESTED BUTTE"
R044979,317726145281,Commercial,6,"500 GOTHIC RD UNIT# 655, MT CRESTED BUTTE"
R044980,325700008001,Agricultural,6,","
R044981,325700008002,Agricultural,6,","
R044982,325700008003,Agricultural,6,","
R044983,325700008004,Agricultural,6,","
R044984,325700008005,Agricultural,6,","
R044985,325700008006,Agricultural,6,","
R044986,325700008007,Agricultural,6,","
R044987,396900000053,Residential,8,"59106 US HIGHWAY 50 , TOMICHI CREEK"
R044988,369100000047,Vacant,8,","
R044994,369109143014,Residential,8,"4TH ST , PITKIN"
R044995,325722202063,Vacant,6,"347 ANDERSON DR , CRESTED BUTTE SOUTH"
R044997,405118003037,Vacant,8,"UNCOMPAHGRE DR , BLUE MESA SUBDIVISION AREA"
R044998,405118004023,Residential,8,"1115 UNCOMPAHGRE DR , BLUE MESA SUBDIVISION AREA"
R044999,405130006034,Vacant,8,"BLUE MESA DR , BLUE MESA SUBDIVISION AREA"
R045000,352500000182,Vacant,8,","
R045001,318300000110,Mixed Use,8,"22305 COUNTY ROAD 12 , KEBLER PASS"
R045002,325502263034,Residential,2,"729 RED LADY AVE , CRESTED BUTTE"
R045003,325502263035,Residential,2,"731 RED LADY AVE , CRESTED BUTTE"
R045004,325722313001,Residential,6,"277 BLACKSTOCK DR UNIT# A, CRESTED BUTTE SOUTH"
R045005,325722313002,Residential,6,"277 BLACKSTOCK DR UNIT# B, CRESTED BUTTE SOUTH"
R045006,369301000015,Nat Resource,8,","
R045007,351722011002,Vacant,8,"329 EAST RIVER LN , ALMONT"
R045009,325502282001,Residential,2,"809 TEOCALLI AVE , CRESTED BUTTE"
R045010,325502282002,Residential,2,"811 TEOCALLI AVE , CRESTED BUTTE"
R045011,325500011001,Mixed Use,6,"236 HIDDEN MINE WAY , UPPER EAST RIVER VALLEY"
R045012,325500011002,Agricultural,6,","
R045013,325500011003,Mixed Use,6,","
R045014,325500011004,Agricultural,6,"72 HIDDEN MINE WAY , UPPER EAST RIVER VALLEY"
R045016,325500011006,Agricultural,6,","
R045017,325500011007,Agricultural,6,","
R045018,325500011008,Agricultural,6,","
R045019,325500011009,Mixed Use,6,"93 HIDDEN MINE LN , UPPER EAST RIVER VALLEY"
R045020,325500011010,Agricultural,6,","
R045021,325500011011,Agricultural,6,"HIDDEN MINE RD , UPPER EAST RIVER VALLEY"
R045022,325500011012,Mixed Use,6,"647 HIDDEN MINE RD , UPPER EAST RIVER VALLEY"
R045023,325500011013,Mixed Use,6,"803 HIDDEN MINE RD , UPPER EAST RIVER VALLEY"
R045024,325500011014,Mixed Use,6,"720 HIDDEN MINE RD , UPPER EAST RIVER VALLEY"
R045025,325500011015,Agricultural,6,"689 HIDDEN MINE RD , UPPER EAST RIVER VALLEY"
R045026,325500011016,Agricultural,6,","
R045027,325500011017,Agricultural,6,"811 HIDDEN MINE RD , UPPER EAST RIVER VALLEY"
R045028,325500011018,Agricultural,6,"HIDDEN MINE RD , UPPER EAST RIVER VALLEY"
R045029,325500011019,Agricultural,6,","
R045030,325500011020,Agricultural,6,"HIDDEN MINE RD , UPPER EAST RIVER VALLEY"
R045031,325500011021,Agricultural,6,","
R045032,398700000045,Agricultural,8,"US HIGHWAY 50 , BLUE MESA SUMMIT / CIMARRON AREA"
R045034,343100002001,Residential,8,"70 BRISTLECONE TRL , TAYLOR RIVER CANYON"
R045035,343100002002,Residential,8,"328 BRISTLECONE TRL , TAYLOR RIVER CANYON"
R045036,343100002003,Residential,8,"472 BRISTLECONE TRL , TAYLOR RIVER CANYON"
R045037,343100002004,Residential,8,"BRISTLECONE TRL , TAYLOR RIVER CANYON"
R045039,370100000203,Agricultural,1,"1453 COUNTY ROAD 730 , OHIO CREEK VALLEY"
R045040,370135301011,Agricultural,1,"1397 W DENVER AVE , GUNNISON"
R045041,370135301012,Agricultural,1,"W DENVER AVE , GUNNISON"
R045042,404900000157,Agricultural,8,"ALPINE PLATEAU RD , ARROWHEAD AREA"
R045043,370113014001,Residential,1,"40 REGENT CIR , GUNNISON"
R045044,370113014002,Vacant,1,"64 REGENT CIR , GUNNISON"
R045045,370113014003,Residential,1,"92 REGENT CIR , GUNNISON"
R045046,370113014004,Residential,1,"112 REGENT CIR , GUNNISON"
R045047,370113014005,Vacant,1,"130 REGENT CIR , GUNNISON"
R045048,370113014006,Residential,1,"148 REGENT CIR , GUNNISON"
R045049,370113014007,Residential,1,"160 REGENT CIR , GUNNISON"
R045050,370113014008,Residential,1,"174 REGENT CIR , GUNNISON"
R045051,370113014009,Residential,1,"186 REGENT CIR , GUNNISON"
R045052,370113014010,Residential,1,"208 REGENT CIR , GUNNISON"
R045053,370113014011,Residential,1,"238 REGENT CIR , GUNNISON"
R045054,370113014012,Residential,1,"264 REGENT CIR , GUNNISON"
R045055,370113014013,Residential,1,"292 REGENT CIR , GUNNISON"
R045056,370113014014,Vacant,1,"322 REGENT CIR , GUNNISON"
R045057,370113014015,Vacant,1,"REGENT CIR , GUNNISON"
R045058,370113014016,Vacant,1,"REGENT CIR , GUNNISON"
R045059,370113015001,Residential,1,"311 REGENT CIR , GUNNISON"
R045060,370113015002,Residential,1,"287 REGENT CIR , GUNNISON"
R045061,370113015003,Residential,1,"259 REGENT CIR , GUNNISON"
R045062,370113015004,Residential,1,"233 REGENT CIR , GUNNISON"
R045063,370113015005,Residential,1,"215 REGENT CIR , GUNNISON"
R045064,370113015006,Vacant,1,"REGENT CIR , GUNNISON"
R045065,291726148001,Vacant,8,"E HILL ST , MARBLE"
R045068,370136232002,Vacant,1,"1155 N MAIN ST , GUNNISON"
R045069,370136233005,Exempt,1,"STATE HIGHWAY 135 , GUNNISON"
R045070,370136233002,Commercial,1,"204 SYDNEY ST , GUNNISON"
R045071,370136233003,Vacant,1,"204 SYDNEY ST , GUNNISON"
R045074,325721104038,Vacant,6,"57 GLORIA PL , CRESTED BUTTE SOUTH"
R045076,378702112006,Residential,1,"301 S 12TH ST UNIT# C, GUNNISON"
R045078,343100000007,Vacant,8,"SAGE GROUSE TRL , TAYLOR RIVER CANYON"
R045081,405117002088,Vacant,8,"SCHOFIELD TRL , BLUE MESA SUBDIVISION AREA"
R045082,398500000061,Agricultural,8,"US HIGHWAY 50 , PINE CREEK MESA / BLUE MESA AREA"
R045083,398500000062,Agricultural,8,"US HIGHWAY 50 , PINE CREEK MESA / BLUE MESA AREA"
R045085,325512038002,Commercial,6,"338 RIVERLAND DR UNIT# A2, RIVERLAND"
R045087,325503136026,Commercial,2,"223 ELK AVE UNIT# 101, CRESTED BUTTE"
R045088,325503136027,Commercial,2,"223 ELK AVE UNIT# 102, CRESTED BUTTE"
R045089,325503136028,Commercial,2,"223 ELK AVE UNIT# 201, CRESTED BUTTE"
R045090,325503136029,Commercial,2,"223 ELK AVE UNIT# 202, CRESTED BUTTE"
R045092,325721102021,Residential,6,"75 ANDERSON DR , CRESTED BUTTE SOUTH"
R045093,325727200014,Vacant,6,"UPPER ALLEN RD , CRESTED BUTTE SOUTH"
R045094,378702118009,Commercial,1,"303 S 11TH ST , GUNNISON"
R045095,378702139011,Commercial,1,"500 S 12TH ST , GUNNISON"
R045096,398331001003,Vacant,8,"ALPINE PLATEAU RD , ARROWHEAD AREA"
R045097,398331002011,Vacant,8,"ALPINE PLATEAU RD , ARROWHEAD AREA"
R045167,325512039001,Residential,6,"33 ALPINE CT , SKYLAND AREA"
R045168,325512039002,Residential,6,"47 ALPINE CT , SKYLAND AREA"
R045169,325727247001,Residential,6,"337 CEMENT CREEK RD UNIT# A, CEMENT CREEK"
R045170,325727247002,Residential,6,"337 CEMENT CREEK RD UNIT# B, CEMENT CREEK"
R045171,325727247003,Residential,6,"337 CEMENT CREEK RD UNIT# C, CEMENT CREEK"
R045172,325727247004,Residential,6,"337 CEMENT CREEK RD UNIT# D, CEMENT CREEK"
R045173,325721107001,Residential,6,"99 GLORIA PL UNIT# WEST, CRESTED BUTTE SOUTH"
R045174,325721107002,Residential,6,"99 GLORIA PL UNIT# EAST, CRESTED BUTTE SOUTH"
R045176,317726301034,Residential,6,"21 GLACIER LILY WAY , GOTHIC CORRIDOR"
R045177,317723101056,Residential,6,"930 GOTHIC RD , MT CRESTED BUTTE"
R045178,351722002012,Residential,8,"151 DEER PATH LN , ALMONT"
R045179,318300003003,Vacant,8,","
R045181,396900000055,Agricultural,8,"US HIGHWAY 50 , TOMICHI CREEK"
R045182,378903002017,Commercial,1,"450 INDUSTRIAL PARK RD , GUNNISON"
R045185,397300000063,Mixed Use,8,"8111 COUNTY ROAD 38 , GOLD BASIN AREA"
R045186,370124015007,Vacant,1,"GLEN CT , GUNNISON"
R045187,405100000095,Vacant,8,", CEBOLLA CREEK DRAINAGE"
R045188,369109135006,Residential,8,"118 ARMSTRONG ST , PITKIN"
R045189,405120003039,Vacant,8,"16 STONY TRL , BLUE MESA SUBDIVISION AREA"
R045190,317726146001,Residential,6,"621 GOTHIC RD UNIT# 1A, MT CRESTED BUTTE"
R045191,317726146002,Residential,6,"621 GOTHIC RD UNIT# 1B, MT CRESTED BUTTE"
R045192,317726146003,Residential,6,"621 GOTHIC RD UNIT# 1C, MT CRESTED BUTTE"
R045193,317726146004,Residential,6,"621 GOTHIC RD UNIT# 2A, MT CRESTED BUTTE"
R045194,317726146005,Residential,6,"621 GOTHIC RD UNIT# 2C, MT CRESTED BUTTE"
R045195,317726146006,Residential,6,"621 GOTHIC RD UNIT# 3A, MT CRESTED BUTTE"
R045196,317726146007,Residential,6,"621 GOTHIC RD UNIT# 3B, MT CRESTED BUTTE"
R045197,317726146008,Residential,6,"621 GOTHIC RD UNIT# 3C, MT CRESTED BUTTE"
R045198,325503112011,Commercial,2,"309 SIXTH ST UNIT# A, CRESTED BUTTE"
R045199,325503112012,Commercial,2,"309 SIXTH ST UNIT# B, CRESTED BUTTE"
R045200,325503112013,Commercial,2,"307 SIXTH ST UNIT# C, CRESTED BUTTE"
R045201,351700000043,Exempt,8,"29 LOST RIVER LN , GUNNISON"
R045202,317726463007,Vacant,6,"12 NEVADA SUMMIT DR , MT CRESTED BUTTE"
R045203,317726463009,Vacant,6,"16 NEVADA SUMMIT DR , MT CRESTED BUTTE"
R045204,379500000030,Mixed Use,8,"7500 COUNTY ROAD 887 , WAUNITA HOT SPRINGS VICINITY"
R045205,317726463011,Vacant,6,"13 NEVADA SUMMIT DR , MT CRESTED BUTTE"
R045206,317726463013,Vacant,6,"17 NEVADA SUMMIT DR , MT CRESTED BUTTE"
R045207,405300000120,Agricultural,8,"COUNTY ROAD 29 , POWDERHORN AREA"
R045208,378500000047,Exempt,8,"US HIGHWAY 50 , GUNNISON"
R045209,369313000018,Vacant,8,","
R045210,369313000017,Vacant,8,","
R045212,317726301035,Residential,6,"12 GLACIER LILY WAY , GOTHIC CORRIDOR"
R045213,370136008001,Exempt,1,"210 W SPENCER AVE UNIT# A, GUNNISON"
R045214,370136008002,Exempt,1,"210 W SPENCER AVE UNIT# B, GUNNISON"
R045215,370136008003,Exempt,1,"210 W SPENCER AVE UNIT# C, GUNNISON"
R045216,325512041001,Residential,6,"12 ALPINE CT UNIT# A, SKYLAND AREA"
R045217,325512041002,Residential,6,"20 ALPINE CT UNIT# B, SKYLAND AREA"
R045218,325727248001,Residential,6,"33 GILLASPEY AVE UNIT# 1, CRESTED BUTTE SOUTH"
R045219,325727248002,Residential,6,"33 GILLASPEY AVE UNIT# 2, CRESTED BUTTE SOUTH"
R045220,325512040001,Commercial,6,"515 RIVERLAND DR UNIT# 101, RIVERLAND"
R045221,325512040002,Commercial,6,"515 RIVERLAND DR UNIT# 102, RIVERLAND"
R045222,325512040003,Commercial,6,"515 RIVERLAND DR UNIT# 103, RIVERLAND"
R045223,325512040004,Commercial,6,"515 RIVERLAND DR UNIT# 201, RIVERLAND"
R045224,325512040005,Commercial,6,"515 RIVERLAND DR UNIT# 202, RIVERLAND"
R045225,325512040006,Commercial,6,"515 RIVERLAND DR UNIT# 203, RIVERLAND"
R045227,398500001002,Residential,8,"US HIGHWAY 50 , PINE CREEK MESA / BLUE MESA AREA"
R045229,325503106009,Residential,2,"509 GOTHIC AVE , CRESTED BUTTE"
R045230,369110219007,Vacant,8,"836 RIVER ST , PITKIN"
R045231,369110219004,Vacant,8,"RIVER ST , PITKIN"
R045235,379300000075,Agricultural,8,"COUNTY ROAD 76 , PARLIN"
R045236,325722202067,Vacant,6,"501 ANDERSON DR , CRESTED BUTTE SOUTH"
R045237,325503156012,Exempt,2,"WHITEROCK AVE , CRESTED BUTTE"
R045239,342707411006,Vacant,8,"S GRAND AVE , TINCUP AREA"
R045240,342707411007,Commercial,8,"144 N GRAND AVE , TINCUP AREA"
R045241,378710034001,Vacant,1,"TOMICHI CREEK LOOP , GUNNISON"
R045242,378710034002,Residential,1,"384 TOMICHI CREEK LOOP , GUNNISON"
R045243,378710034003,Residential,1,"364 TOMICHI CREEK LOOP , GUNNISON"
R045244,378710034004,Vacant,1,"344 TOMICHI CREEK LOOP , GUNNISON"
R045245,378710034005,Residential,1,"324 TOMICHI CREEK LOOP , GUNNISON"
R045246,378710034006,Vacant,1,"300 TOMICHI CREEK LOOP , GUNNISON"
R045247,378710034007,Residential,1,"282 TOMICHI CREEK LOOP , GUNNISON"
R045248,378710034008,Residential,1,"262 TOMICHI CREEK LOOP , GUNNISON"
R045249,378710034009,Residential,1,"252 TOMICHI CREEK LOOP , GUNNISON"
R045250,378710034010,Vacant,1,"242 TOMICHI CREEK LOOP , GUNNISON"
R045251,378710034011,Vacant,1,"TOMICHI CREEK LOOP , GUNNISON"
R045252,378710034012,Vacant,1,"128 TOMICHI CREEK LOOP , GUNNISON"
R045253,378710034013,Vacant,1,"120 TOMICHI CREEK LOOP , GUNNISON"
R045254,378710034014,Vacant,1,"112 TOMICHI CREEK LOOP , GUNNISON"
R045255,378710034015,Vacant,1,"104 TOMICHI CREEK LOOP , GUNNISON"
R045256,378710034016,Vacant,1,"96 TOMICHI CREEK LOOP , GUNNISON"
R045257,378710034017,Vacant,1,"TOMICHI CREEK LOOP , GUNNISON"
R045258,378710034018,Vacant,1,"TOMICHI CREEK LOOP , GUNNISON"
R045259,378710035001,Vacant,1,"TOMICHI CREEK LOOP , GUNNISON"
R045260,378710035002,Vacant,1,"205 TOMICHI CREEK LOOP , GUNNISON"
R045261,378710035003,Residential,1,"185 TOMICHI CREEK LOOP , GUNNISON"
R045262,378710035004,Vacant,1,"165 TOMICHI CREEK LOOP , GUNNISON"
R045263,378710035005,Residential,1,"121 TOMICHI CREEK LOOP , GUNNISON"
R045264,378710035006,Residential,1,"95 TOMICHI CREEK LOOP , GUNNISON"
R045265,378710035007,Vacant,1,"71 TOMICHI CREEK LOOP , GUNNISON"
R045266,378710035008,Vacant,1,"TOMICHI CREEK LOOP , GUNNISON"
R045268,378702112008,Residential,1,"304 S 11TH ST , GUNNISON"
R045269,351722013001,Residential,8,"23 JANES LN UNIT# 23, ALMONT"
R045270,351722013002,Residential,8,"24 JANES LN UNIT# 24, ALMONT"
R045271,351722013003,Residential,8,"25 JANES LN UNIT# 25, ALMONT"
R045272,351722013004,Residential,8,"130 COUNTY ROAD 742 UNIT# 26, ALMONT"
R045273,351722013005,Residential,8,"130 COUNTY ROAD 742 UNIT# 27, ALMONT"
R045274,351722013006,Residential,8,"28 JANES LN UNIT# 28, ALMONT"
R045275,351722013007,Residential,8,"29 JANES LN UNIT# 29, ALMONT"
R045276,351722013008,Residential,8,"30 JANES LN UNIT# 30, ALMONT"
R045277,351722014001,Residential,8,"31 ANNAS LOOP UNIT# 31, ALMONT"
R045278,351722014002,Residential,8,"32 ANNAS LOOP UNIT# 32, ALMONT"
R045279,351722014003,Residential,8,"33 ANNAS LOOP UNIT# 33, ALMONT"
R045280,351722014004,Residential,8,"34 ANNAS LOOP UNIT# 34, ALMONT"
R045281,351722014005,Residential,8,"35 ANNAS LOOP UNIT# 35, ALMONT"
R045282,351722014006,Residential,8,"36 ANNAS LOOP UNIT# 36, ALMONT"
R045283,351722014007,Residential,8,"37 ANNAS LOOP UNIT# 37, ALMONT"
R045284,351722014008,Residential,8,"38 ANNAS LOOP UNIT# 38, ALMONT"
R045286,351722015001,Residential,8,"39 ANNAS LOOP UNIT# 39, ALMONT"
R045287,351722015002,Residential,8,"40 ANNAS LOOP UNIT# 40, ALMONT"
R045288,351722015003,Residential,8,"41 ANNAS LOOP UNIT# 41, ALMONT"
R045289,351722015004,Residential,8,"42 ANNAS LOOP UNIT# 42, ALMONT"
R045290,351722015005,Residential,8,"43 ANNAS LOOP UNIT# 43, ALMONT"
R045291,351722015006,Residential,8,"44 ANNAS LOOP UNIT# 44, ALMONT"
R045292,351722017001,Residential,8,"49 ANNAS LOOP , ALMONT"
R045293,351722016001,Residential,8,"57 W TAYLOR DR , ALMONT"
R045294,351722016002,Residential,8,"58 WEST TAYLOR DR UNIT# 58, ALMONT"
R045295,351722016003,Residential,8,"59 WEST TAYLOR DR UNIT# 59, ALMONT"
R045296,351722016004,Residential,8,"60 WEST TAYLOR DR UNIT# 60, ALMONT"
R045297,351722016005,Residential,8,"61 WEST TAYLOR DR UNIT# 61, ALMONT"
R045298,351722016006,Residential,8,"62 WEST TAYLOR DR UNIT# 62, ALMONT"
R045299,351722016007,Residential,8,"63 WEST TAYLOR DR UNIT# 63, ALMONT"
R045300,351722016008,Residential,8,"64 WEST TAYLOR DR UNIT# 64, ALMONT"
R045301,351722016009,Residential,8,"130 COUNTY ROAD 742 UNIT# 65, ALMONT"
R045302,351722016010,Residential,8,"66 WEST TAYLOR DR UNIT# 66, ALMONT"
R045303,351722016011,Residential,8,"67 WEST TAYLOR DR UNIT# 67, ALMONT"
R045306,351722000051,Commercial,8,"399 GEORGE BAILEY DR , ALMONT"
R045322,325512042001,Residential,6,"79 POWDERVIEW DR UNIT# C1, SKYLAND AREA"
R045323,325512042002,Residential,6,"71 POWDERVIEW DR UNIT# C2, SKYLAND AREA"
R045324,291707200020,Vacant,8,"EVERGREEN LN , CRYSTAL RIVER VALLEY"
R045325,343118001005,Residential,8,"10817 COUNTY ROAD 742 , TAYLOR RIVER CANYON"
R045326,424300000042,Residential,8,"2851 COUNTY ROAD 27 , POWDERHORN AREA"
R045327,343900000034,Agricultural,8,","
R045328,343900000036,Agricultural,8,","
R045329,378702112009,Residential,1,"321 S 12TH ST , GUNNISON"
R045330,378702112010,Residential,1,"313 S 12TH ST , GUNNISON"
R045331,291527000025,Vacant,8,", CRYSTAL TOWNSITE VICINITY"
R045332,272500000000,Nat Resource,8,","
R045333,272500000000,Nat Resource,8,","
R045334,317713304001,Residential,6,"101 PERRY CREEK ST , MT CRESTED BUTTE"
R045335,317713304029,Residential,6,"104 DRY BASIN ST , MT CRESTED BUTTE"
R045336,317713304002,Residential,6,"103 PERRY CREEK ST , MT CRESTED BUTTE"
R045337,317713304003,Residential,6,"105 PERRY CREEK ST , MT CRESTED BUTTE"
R045338,317713304004,Residential,6,"102 PERRY CREEK ST , MT CRESTED BUTTE"
R045339,317713304005,Residential,6,"104 PERRY CREEK ST , MT CRESTED BUTTE"
R045340,317713304006,Residential,6,"106 PERRY CREEK ST , MT CRESTED BUTTE"
R045343,317713304031,Residential,6,"101 DEER CREEK CIR , MT CRESTED BUTTE"
R045344,317713304032,Residential,6,"103 DEER CREEK CIR , MT CRESTED BUTTE"
R045345,317713304035,Residential,6,"109 DEER CREEK CIR , MT CRESTED BUTTE"
R045346,317713304036,Residential,6,"111 DEER CREEK CIR , MT CRESTED BUTTE"
R045347,317713304039,Residential,6,"117 DEER CREEK CIR , MT CRESTED BUTTE"
R045348,317713304040,Residential,6,"119 DEER CREEK CIR , MT CRESTED BUTTE"
R045349,317713305025,Residential,6,"110 DEER CREEK CIR , MT CRESTED BUTTE"
R045350,317713305024,Residential,6,"108 DEER CREEK CIR , MT CRESTED BUTTE"
R045351,317713305023,Residential,6,"106 DEER CREEK CIR , MT CRESTED BUTTE"
R045352,317713305022,Residential,6,"104 DEER CREEK CIR , MT CRESTED BUTTE"
R045353,317713305021,Residential,6,"102 DEER CREEK CIR , MT CRESTED BUTTE"
R045354,317713305014,Residential,6,"120 DEER CREEK CIR , MT CRESTED BUTTE"
R045355,317713305015,Residential,6,"118 DEER CREEK CIR , MT CRESTED BUTTE"
R045356,317713304021,Exempt,6,"121 DEER CREEK CIR , MT CRESTED BUTTE"
R045357,317713304030,Residential,6,"102 DRY BASIN ST , MT CRESTED BUTTE"
R045358,317713304033,Residential,6,"105 DEER CREEK CIR , MT CRESTED BUTTE"
R045359,317713304034,Residential,6,"107 DEER CREEK CIR , MT CRESTED BUTTE"
R045360,317713304037,Residential,6,"113 DEER CREEK CIR , MT CRESTED BUTTE"
R045361,317713304038,Residential,6,"115 DEER CREEK CIR , MT CRESTED BUTTE"
R045362,317713305028,Residential,6,"116 DEER CREEK CIR , MT CRESTED BUTTE"
R045363,317713305027,Residential,6,"114 DEER CREEK CIR , MT CRESTED BUTTE"
R045364,317713305026,Residential,6,"112 DEER CREEK CIR , MT CRESTED BUTTE"
R045368,317713305012,Residential,6,"124 DEER CREEK CIR , MT CRESTED BUTTE"
R045369,317713305013,Residential,6,"122 DEER CREEK CIR , MT CRESTED BUTTE"
R045370,317713304022,Residential,6,"125 DEER CREEK CIR , MT CRESTED BUTTE"
R045371,317713304023,Residential,6,"127 DEER CREEK CIR , MT CRESTED BUTTE"
R045372,317713304024,Vacant,6,", MT CRESTED BUTTE"
R045374,317713304026,Vacant,6,"PERRY CREEK ST , MT CRESTED BUTTE"
R045376,317713305020,Vacant,6,"DEER CREEK CIR , MT CRESTED BUTTE"
R045377,317713300009,Exempt,6,"COUNTY ROAD 317 , MT CRESTED BUTTE"
R045378,370136378001,Commercial,1,"100 N MAIN ST UNIT# A, GUNNISON"
R045379,370136378002,Commercial,1,"100 N MAIN ST UNIT# B, GUNNISON"
R045380,370136378003,Commercial,1,"100 N MAIN ST UNIT# C, GUNNISON"
R045381,370136378004,Commercial,1,"100 N MAIN ST UNIT# D, GUNNISON"
R045382,378702114005,Commercial,1,"910 W NEW YORK AVE , GUNNISON"
R045383,291726103009,Vacant,8,"CARBONATE CREEK DR , MARBLE"
R045384,378702300034,Commercial,1,"49 BASIN PARK DR , GUNNISON"
R045385,370100004008,Agricultural,1,"STILLWATER LN , OHIO CREEK VALLEY"
R045387,370100007002,Residential,1,"890 COUNTY ROAD 13 , GUNNISON"
R045389,379300000077,Agricultural,8,"COUNTY ROAD 76 , PARLIN"
R045390,325501000013,Vacant,6,","
R045408,343322300018,Vacant,8,"COUNTY ROAD 744 , SPRING CREEK"
R045409,343328103002,Vacant,8,"6577 COUNTY ROAD 742 , TAYLOR RIVER CANYON"
R045410,343328103001,Residential,8,"6745 COUNTY ROAD 742 , TAYLOR RIVER CANYON"
R045412,325721403033,Residential,6,"733 ZELIGMAN ST , CRESTED BUTTE SOUTH"
R045413,272500000026,Agricultural,8,", UPPER MUDDY"
R045427,291727209007,Vacant,8,"183 DEER TRL , MARBLE"
R045428,378708000030,Residential,1,"251 COUNTY ROAD 32 , GUNNISON"
R045430,317735001035,Residential,6,"COUNTY ROAD 317 , GOTHIC CORRIDOR"
R045431,317735001036,Residential,6,"1185 COUNTY ROAD 317 , GOTHIC CORRIDOR"
R045432,352500000183,Vacant,8,","
R045433,352500000000,Nat Resource,8,","
R045434,318300000111,Agricultural,8,"COUNTY ROAD 12 , KEBLER PASS"
R045436,370111001035,Residential,1,"1221 SENECA DR , GUNNISON"
R045441,378702173002,Residential,1,"428 S BOULEVARD ST UNIT# A, GUNNISON"
R045442,378702173001,Residential,1,"428 S BOULEVARD ST UNIT# B, GUNNISON"
R045443,378702173003,Residential,1,"428 S BOULEVARD ST , GUNNISON"
R045444,378702135007,Residential,1,"432 S BOULEVARD ST , GUNNISON"
R045446,351733404001,Residential,1,"20 LUCILE LN , ALMONT"
R045447,351733404002,Residential,1,"50 LUCILE LN , GUNNISON"
R045448,351733404003,Residential,1,"80 LUCILE LN , ALMONT"
R045450,351733403002,Vacant,1,"75 LUCILE LN , GUNNISON"
R045451,369525203009,Residential,8,"151 MOUNTAIN LION LN , OHIO CITY"
R045454,325502002002,Exempt,2,", CRESTED BUTTE"
R045456,368934001093,Vacant,8,"COUNTY ROAD 888 , WHITE PINE - UPPER TOMICHI"
R045457,369110219009,Vacant,8,"RIVER ST , PITKIN"
R045458,369110219011,Residential,8,"832 RIVER ST , PITKIN"
R045459,370136224008,Exempt,1,"1160 N MAIN ST , GUNNISON"
R045460,291727100030,Vacant,8,","
R045461,370135402006,Residential,1,"715 N 14TH ST , GUNNISON"
R045463,325503106011,Residential,2,"515 GOTHIC AVE , CRESTED BUTTE"
